,,0
EXCISION OF ECTOPIC BREAST TISSUE,אבחנה-Ivi -Lymphovascular invasion,-0.0012480563680104678
אבחנה-Ivi -Lymphovascular invasion,אבחנה-Histological diagnosis_COMEDOCARCINOMA,-0.0012480563680104507
אבחנה-Histological diagnosis_COMEDOCARCINOMA,אבחנה-Ivi -Lymphovascular invasion,-0.0012480563680104507
אבחנה-Ivi -Lymphovascular invasion,אבחנה-Histological diagnosis_INFLAMMATORY CARCINOMA,-0.0012480563680104491
אבחנה-Histological diagnosis_INFLAMMATORY CARCINOMA,אבחנה-Ivi -Lymphovascular invasion,-0.0012480563680104491
שד-כריתה בגישה זעירה דרך העטרה,UNILATERAL SIMPLE MASTECTOMY,-0.001247490151610334
UNILATERAL SIMPLE MASTECTOMY,שד-כריתה בגישה זעירה דרך העטרה,-0.001247490151610334
שד-כריתה בגישה זעירה דרך העטרה,"אבחנה-Histological diagnosis_""BENIGN TUMOR, NOS""",-0.001247490151610327
"אבחנה-Histological diagnosis_""BENIGN TUMOR, NOS""",שד-כריתה בגישה זעירה דרך העטרה,-0.001247490151610327
שד-כריתה בגישה זעירה דרך העטרה,SUBTOTAL MASTECTOMY.1,-0.0012474901516103163
SUBTOTAL MASTECTOMY.1,שד-כריתה בגישה זעירה דרך העטרה,-0.0012474901516103163
ביקור במרפאה המטו-אונקולוגית,כיר-לאפ-הוצ טבעת/שנוי מי,-0.0012461090527192602
כיר-לאפ-הוצ טבעת/שנוי מי,ביקור במרפאה המטו-אונקולוגית,-0.0012461090527192602
QUADRANTECTOMY,TX,-0.0012392714076907413
TX,QUADRANTECTOMY,-0.0012392714076907413
BILATERAL SALPINGO-OOPHORECTOMY,TIS,-0.001237213064029401
TIS,BILATERAL SALPINGO-OOPHORECTOMY,-0.001237213064029401
אבחנה-Basic stage_r - Reccurent,TIS,-0.001237213064029395
TIS,אבחנה-Basic stage_r - Reccurent,-0.001237213064029395
אבחנה-Histological diagnosis_APOCRINE ADENOCARCINOMA,TIS,-0.0012372130640293856
TIS,אבחנה-Histological diagnosis_APOCRINE ADENOCARCINOMA,-0.0012372130640293856
SUBTOTAL MASTECTOMY,MASTECTOMY + SENTINEL NODE BIOPSY,-0.0012371240424605484
MASTECTOMY + SENTINEL NODE BIOPSY,SUBTOTAL MASTECTOMY,-0.0012371240424605484
LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.2,MASTECTOMY + SENTINEL NODE BIOPSY,-0.0012371240424605462
MASTECTOMY + SENTINEL NODE BIOPSY,LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.2,-0.0012371240424605462
OPEN BIOPSY OF BREAST.1,"אבחנה-Histological diagnosis_""TUMOR  MALIGNANT, NOS""",-0.0012343761859671598
"אבחנה-Histological diagnosis_""TUMOR  MALIGNANT, NOS""",OPEN BIOPSY OF BREAST.1,-0.0012343761859671598
AXILLARY LYMPH NODE DISSECTION.2,"אבחנה-Histological diagnosis_""TUMOR  MALIGNANT, NOS""",-0.0012343761859671587
"אבחנה-Histological diagnosis_""TUMOR  MALIGNANT, NOS""",AXILLARY LYMPH NODE DISSECTION.2,-0.0012343761859671587
T0,AXILLARY LYMPH NODE DISSECTION,-0.0012300768453903333
AXILLARY LYMPH NODE DISSECTION,T0,-0.0012300768453903333
אבחנה-Histological diagnosis_INTRADUCTAL PAP CARCINOMA WITH INVASION,T0,-0.0012300768453903281
T0,אבחנה-Histological diagnosis_INTRADUCTAL PAP CARCINOMA WITH INVASION,-0.0012300768453903281
אבחנה-Histological diagnosis_COMEDOCARCINOMA IN SITU,כיר-לאפ-הוצ טבעת/שנוי מי,-0.0012270567481623702
כיר-לאפ-הוצ טבעת/שנוי מי,אבחנה-Histological diagnosis_COMEDOCARCINOMA IN SITU,-0.0012270567481623702
אבחנה-Histological diagnosis_INTRADUCTAL PAPILLARY CARCINOMA,אבחנה-Histological diagnosis_INTRADUCT AND LOBULAR CARCINOMA IN SITU,-0.0012260946209026945
אבחנה-Histological diagnosis_INTRADUCT AND LOBULAR CARCINOMA IN SITU,אבחנה-Histological diagnosis_INTRADUCTAL PAPILLARY CARCINOMA,-0.0012260946209026945
BILATERAL SIMPLE MASTECTOMY,BILATERAL EXTENDED SIMPLE MASTECTOMY,-0.0012259802133731553
BILATERAL EXTENDED SIMPLE MASTECTOMY,BILATERAL SIMPLE MASTECTOMY,-0.0012259802133731553
אבחנה-Tumor depth,LOCAL EXC.BREAST LESION + REG. LYMPH NODE EXC.,-0.0012237910968728128
LOCAL EXC.BREAST LESION + REG. LYMPH NODE EXC.,אבחנה-Tumor depth,-0.0012237910968728128
LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.1,UNILATERAL SIMPLE MASTECTOMY.1,-0.0012209299082641945
UNILATERAL SIMPLE MASTECTOMY.1,LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.1,-0.0012209299082641945
אבחנה-Histological diagnosis_MUCINOUS ADENOCARCINOMA,LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.1,-0.0012209299082641797
LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.1,אבחנה-Histological diagnosis_MUCINOUS ADENOCARCINOMA,-0.0012209299082641797
LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.1,אבחנה-Histological diagnosis_PAGET`S DISEASE OF BREAST,-0.0012209299082641728
אבחנה-Histological diagnosis_PAGET`S DISEASE OF BREAST,LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.1,-0.0012209299082641728
אבחנה-Histological diagnosis_MEDULLARY CARCINOMA,LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.1,-0.0012209299082641717
LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.1,אבחנה-Histological diagnosis_MEDULLARY CARCINOMA,-0.0012209299082641717
LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.1,BILATERAL EXTENDED SIMPLE MASTECTOMY.1,-0.0012209299082641505
BILATERAL EXTENDED SIMPLE MASTECTOMY.1,LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.1,-0.0012209299082641505
BILATERAL EXTENDED RADICAL MASTECTOMY,RADICAL MODIFIED MASTECTOMY,-0.001220231746351596
RADICAL MODIFIED MASTECTOMY,BILATERAL EXTENDED RADICAL MASTECTOMY,-0.001220231746351596
כירור-הוצאת בלוטות לימפה,BILATERAL EXTENDED SIMPLE MASTECTOMY,-0.001220001092541798
BILATERAL EXTENDED SIMPLE MASTECTOMY,כירור-הוצאת בלוטות לימפה,-0.001220001092541798
"אבחנה-Histological diagnosis_""INTRADUCTAL PAPILLOMATOSIS, NOS""",כיר-לאפ-הוצ טבעת/שנוי מי,-0.001217419419313155
כיר-לאפ-הוצ טבעת/שנוי מי,"אבחנה-Histological diagnosis_""INTRADUCTAL PAPILLOMATOSIS, NOS""",-0.001217419419313155
אבחנה-Histological diagnosis_INTRACYSTIC CARCINOMA,אבחנה-Tumor width,-0.0012136373562718317
אבחנה-Tumor width,אבחנה-Histological diagnosis_INTRACYSTIC CARCINOMA,-0.0012136373562718317
MASTECTOMY + AXILLARY DISSECTION.1,אבחנה-Tumor width,-0.0012136373562717962
אבחנה-Tumor width,MASTECTOMY + AXILLARY DISSECTION.1,-0.0012136373562717962
אבחנה-Basic stage_c - Clinical,אבחנה-Histological diagnosis_COMEDOCARCINOMA IN SITU,-0.0012088687285436552
אבחנה-Histological diagnosis_COMEDOCARCINOMA IN SITU,אבחנה-Basic stage_c - Clinical,-0.0012088687285436552
אבחנה-Histological diagnosis_INTRADUCTAL PAP CARCINOMA WITH INVASION,LUMPECTOMY + SENTINEL NODE BIOPSY.1,-0.0012044576078936952
LUMPECTOMY + SENTINEL NODE BIOPSY.1,אבחנה-Histological diagnosis_INTRADUCTAL PAP CARCINOMA WITH INVASION,-0.0012044576078936952
AXILLARY LYMPH NODE DISSECTION,LUMPECTOMY + SENTINEL NODE BIOPSY.1,-0.0012044576078936852
LUMPECTOMY + SENTINEL NODE BIOPSY.1,AXILLARY LYMPH NODE DISSECTION,-0.0012044576078936852
TX,UNILATERAL SIMPLE MASTECTOMY.1,-0.0012043422762644156
UNILATERAL SIMPLE MASTECTOMY.1,TX,-0.0012043422762644156
אבחנה-Histological diagnosis_MUCINOUS ADENOCARCINOMA,TX,-0.0012043422762644154
TX,אבחנה-Histological diagnosis_MUCINOUS ADENOCARCINOMA,-0.0012043422762644154
אבחנה-Histological diagnosis_MEDULLARY CARCINOMA,TX,-0.0012043422762644132
TX,אבחנה-Histological diagnosis_MEDULLARY CARCINOMA,-0.0012043422762644132
אבחנה-Histological diagnosis_PAGET`S DISEASE OF BREAST,TX,-0.0012043422762644128
TX,אבחנה-Histological diagnosis_PAGET`S DISEASE OF BREAST,-0.0012043422762644128
TX,BILATERAL EXTENDED SIMPLE MASTECTOMY.1,-0.0012043422762644078
BILATERAL EXTENDED SIMPLE MASTECTOMY.1,TX,-0.0012043422762644078
MASTECTOMY,אבחנה-Histological diagnosis_COMEDOCARCINOMA,-0.00120428082245441
אבחנה-Histological diagnosis_COMEDOCARCINOMA,MASTECTOMY,-0.00120428082245441
MASTECTOMY.2,MASTECTOMY,-0.001204280822454402
MASTECTOMY,MASTECTOMY.2,-0.001204280822454402
אבחנה-Histological diagnosis_INFLAMMATORY CARCINOMA,MASTECTOMY,-0.0012042808224543978
MASTECTOMY,אבחנה-Histological diagnosis_INFLAMMATORY CARCINOMA,-0.0012042808224543978
MASTECTOMY,EXCISION OF ECTOPIC BREAST TISSUE,-0.0012042808224543848
EXCISION OF ECTOPIC BREAST TISSUE,MASTECTOMY,-0.0012042808224543848
אבחנה-Histological diagnosis_MUCIN PRODUCING ADENOCARCINOMA,LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST,-0.001202099878336898
LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST,אבחנה-Histological diagnosis_MUCIN PRODUCING ADENOCARCINOMA,-0.001202099878336898
OPEN BIOPSY OF BREAST.1,T0,-0.001201782412048116
T0,OPEN BIOPSY OF BREAST.1,-0.001201782412048116
AXILLARY LYMPH NODE DISSECTION.2,T0,-0.0012017824120481159
T0,AXILLARY LYMPH NODE DISSECTION.2,-0.0012017824120481159
כיר-שד-הוצ.בלוטות בית שח,אבחנה-Histological diagnosis_PHYLLODES TUMOR MALIGNANT,-0.0012011519890110566
אבחנה-Histological diagnosis_PHYLLODES TUMOR MALIGNANT,כיר-שד-הוצ.בלוטות בית שח,-0.0012011519890110566
כיר-שד-הוצ.בלוטות בית שח,BIOPSY OF LYMPHATIC STRUCTURE,-0.0012011519890110542
BIOPSY OF LYMPHATIC STRUCTURE,כיר-שד-הוצ.בלוטות בית שח,-0.0012011519890110542
SOLITARY LYMPH NODE BIOPSY,OPEN BIOPSY OF BREAST,-0.0011958390345350523
OPEN BIOPSY OF BREAST,SOLITARY LYMPH NODE BIOPSY,-0.0011958390345350523
OPEN BIOPSY OF BREAST,אבחנה-Histological diagnosis_NEUROENDOCRINE CARCINOMA,-0.0011958390345350378
אבחנה-Histological diagnosis_NEUROENDOCRINE CARCINOMA,OPEN BIOPSY OF BREAST,-0.0011958390345350378
OPEN BIOPSY OF BREAST,BILATERAL SIMPLE MASTECTOMY.1,-0.0011958390345350282
BILATERAL SIMPLE MASTECTOMY.1,OPEN BIOPSY OF BREAST,-0.0011958390345350282
"אבחנה-Histological diagnosis_""VERRUCOUS CARCINOMA, VERRUCOUS SQUAMOUS CELL CARC",כירורגיה-שד למפקטומי,-0.0011949347482221129
כירורגיה-שד למפקטומי,"אבחנה-Histological diagnosis_""VERRUCOUS CARCINOMA, VERRUCOUS SQUAMOUS CELL CARC",-0.0011949347482221129
כירורגיה-שד למפקטומי,SIMPLE EXCISION OF AXILLARY LYMPH NODE,-0.0011949347482221127
SIMPLE EXCISION OF AXILLARY LYMPH NODE,כירורגיה-שד למפקטומי,-0.0011949347482221127
אבחנה-Ivi -Lymphovascular invasion,QUADRANTECTOMY.1,-0.0011949100517513911
QUADRANTECTOMY.1,אבחנה-Ivi -Lymphovascular invasion,-0.0011949100517513911
אבחנה-Ivi -Lymphovascular invasion,אבחנה-Histological diagnosis_ADENOMA OF NIPPLE,-0.0011949100517513868
אבחנה-Histological diagnosis_ADENOMA OF NIPPLE,אבחנה-Ivi -Lymphovascular invasion,-0.0011949100517513868
אבחנה-Histological diagnosis_INTRADUCTAL PAPILLOMA,כירו-שד-מסטקטומי+בלוטות,-0.0011938186512624803
כירו-שד-מסטקטומי+בלוטות,אבחנה-Histological diagnosis_INTRADUCTAL PAPILLOMA,-0.0011938186512624803
"אבחנה-Histological diagnosis_""VERRUCOUS CARCINOMA, VERRUCOUS SQUAMOUS CELL CARC",כירו-שד-מסטקטומי+בלוטות,-0.0011938186512624788
כירו-שד-מסטקטומי+בלוטות,"אבחנה-Histological diagnosis_""VERRUCOUS CARCINOMA, VERRUCOUS SQUAMOUS CELL CARC",-0.0011938186512624788
אבחנה-Histological diagnosis_PAPILLARY ADENOCARCINOMA,אבחנה-Histological diagnosis_INFILTRATING DUCTULAR CARCINOMA WITH DCIS,-0.0011880046098976394
אבחנה-Histological diagnosis_INFILTRATING DUCTULAR CARCINOMA WITH DCIS,אבחנה-Histological diagnosis_PAPILLARY ADENOCARCINOMA,-0.0011880046098976394
אבחנה-Histological diagnosis_INFILTRATING DUCTULAR CARCINOMA WITH DCIS,אבחנה-Histological diagnosis_INTRACYSTIC PAP ADENOMA,-0.0011880046098976384
אבחנה-Histological diagnosis_INTRACYSTIC PAP ADENOMA,אבחנה-Histological diagnosis_INFILTRATING DUCTULAR CARCINOMA WITH DCIS,-0.0011880046098976384
"אבחנה-Histological diagnosis_""ADENOID CYSTIC CA,ADENOCYSTIC CA""",אבחנה-Histological diagnosis_INFILTRATING DUCTULAR CARCINOMA WITH DCIS,-0.001188004609897638
אבחנה-Histological diagnosis_PHYLLODES TUMOR BENIGN,אבחנה-Histological diagnosis_INFILTRATING DUCTULAR CARCINOMA WITH DCIS,-0.001188004609897638
אבחנה-Histological diagnosis_INFILTRATING DUCTULAR CARCINOMA WITH DCIS,"אבחנה-Histological diagnosis_""ADENOID CYSTIC CA,ADENOCYSTIC CA""",-0.001188004609897638
אבחנה-Histological diagnosis_INFILTRATING DUCTULAR CARCINOMA WITH DCIS,אבחנה-Histological diagnosis_PHYLLODES TUMOR BENIGN,-0.001188004609897638
אבחנה-Histological diagnosis_ADENOCARCINOMA,אבחנה-Histological diagnosis_INFILTRATING DUCTULAR CARCINOMA WITH DCIS,-0.0011880046098976358
אבחנה-Histological diagnosis_INFILTRATING DUCTULAR CARCINOMA WITH DCIS,MASTECTOMY + SENTINEL NODE BIOPSY.2,-0.0011880046098976358
אבחנה-Histological diagnosis_INFILTRATING DUCTULAR CARCINOMA WITH DCIS,אבחנה-Histological diagnosis_ADENOCARCINOMA,-0.0011880046098976358
MASTECTOMY + SENTINEL NODE BIOPSY.2,אבחנה-Histological diagnosis_INFILTRATING DUCTULAR CARCINOMA WITH DCIS,-0.0011880046098976358
אבחנה-Histological diagnosis_INFILTRATING DUCTULAR CARCINOMA WITH DCIS,SOLITARY LYMPH NODE BIOPSY.1,-0.0011880046098976355
SOLITARY LYMPH NODE BIOPSY.1,אבחנה-Histological diagnosis_INFILTRATING DUCTULAR CARCINOMA WITH DCIS,-0.0011880046098976355
אבחנה-Histological diagnosis_INFILTRATING DUCTULAR CARCINOMA WITH DCIS,אבחנה-Histological diagnosis_PAGET`S AND INTRADUCTAL CARCINOMA OF BREAST,-0.001188004609897635
אבחנה-Histological diagnosis_PAGET`S AND INTRADUCTAL CARCINOMA OF BREAST,אבחנה-Histological diagnosis_INFILTRATING DUCTULAR CARCINOMA WITH DCIS,-0.001188004609897635
אבחנה-Histological diagnosis_INFILTRATING DUCTULAR CARCINOMA WITH DCIS,"אבחנה-Histological diagnosis_""FIBROADENOMA, NOS""",-0.0011880046098976349
"אבחנה-Histological diagnosis_""FIBROADENOMA, NOS""",אבחנה-Histological diagnosis_INFILTRATING DUCTULAR CARCINOMA WITH DCIS,-0.0011880046098976349
MF,MASTECTOMY + SENTINEL NODE BIOPSY.1,-0.0011875711661704096
MASTECTOMY + SENTINEL NODE BIOPSY.1,MF,-0.0011875711661704096
כירורגיה-שד מסטקטומי,אבחנה-Histological diagnosis_NEUROENDOCRINE CARCINOMA,-0.001186843321678872
אבחנה-Histological diagnosis_NEUROENDOCRINE CARCINOMA,כירורגיה-שד מסטקטומי,-0.001186843321678872
כירורגיה-שד מסטקטומי,SOLITARY LYMPH NODE BIOPSY,-0.0011868433216788688
SOLITARY LYMPH NODE BIOPSY,כירורגיה-שד מסטקטומי,-0.0011868433216788688
BILATERAL SIMPLE MASTECTOMY.1,כירורגיה-שד מסטקטומי,-0.0011868433216788515
כירורגיה-שד מסטקטומי,BILATERAL SIMPLE MASTECTOMY.1,-0.0011868433216788515
LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.1,LUMPECTOMY + AXILLARY DISSECTION.1,-0.0011844631585184765
LUMPECTOMY + AXILLARY DISSECTION.1,LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.1,-0.0011844631585184765
LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.1,PARTIAL HEPATECTOMY,-0.0011844631585184388
PARTIAL HEPATECTOMY,LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.1,-0.0011844631585184388
QUADRANTECTOMY,אבחנה-Tumor width,-0.0011812550590526527
אבחנה-Tumor width,QUADRANTECTOMY,-0.0011812550590526527
LUMPECTOMY + SENTINEL NODE BIOPSY.1,OPEN BIOPSY OF BREAST.1,-0.0011767524725375044
OPEN BIOPSY OF BREAST.1,LUMPECTOMY + SENTINEL NODE BIOPSY.1,-0.0011767524725375044
אבחנה-Histological diagnosis_DUCTAL AND LOBULAR CARCINOMA,LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.2,-0.0011751687459526287
LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.2,אבחנה-Histological diagnosis_DUCTAL AND LOBULAR CARCINOMA,-0.0011751687459526287
אבחנה-Histological diagnosis_DUCTAL AND LOBULAR CARCINOMA,SUBTOTAL MASTECTOMY,-0.00117516874595262
SUBTOTAL MASTECTOMY,אבחנה-Histological diagnosis_DUCTAL AND LOBULAR CARCINOMA,-0.00117516874595262
אבחנה-Histological diagnosis_INTRACYSTIC CARCINOMA,"אבחנה-Histological diagnosis_""TUMOR  MALIGNANT, NOS""",-0.0011741005046867288
"אבחנה-Histological diagnosis_""TUMOR  MALIGNANT, NOS""",אבחנה-Histological diagnosis_INTRACYSTIC CARCINOMA,-0.0011741005046867288
MASTECTOMY + AXILLARY DISSECTION.1,"אבחנה-Histological diagnosis_""TUMOR  MALIGNANT, NOS""",-0.001174100504686716
"אבחנה-Histological diagnosis_""TUMOR  MALIGNANT, NOS""",MASTECTOMY + AXILLARY DISSECTION.1,-0.001174100504686716
אבחנה-Histological diagnosis_INTRADUCT AND LOBULAR CARCINOMA IN SITU,AXILLARY LYMPH NODE DISSECTION,-0.0011738707821940127
AXILLARY LYMPH NODE DISSECTION,אבחנה-Histological diagnosis_INTRADUCT AND LOBULAR CARCINOMA IN SITU,-0.0011738707821940127
אבחנה-Histological diagnosis_INTRADUCT AND LOBULAR CARCINOMA IN SITU,אבחנה-Histological diagnosis_INTRADUCTAL PAP CARCINOMA WITH INVASION,-0.001173870782194005
אבחנה-Histological diagnosis_INTRADUCTAL PAP CARCINOMA WITH INVASION,אבחנה-Histological diagnosis_INTRADUCT AND LOBULAR CARCINOMA IN SITU,-0.001173870782194005
אבחנה-Histological diagnosis_TUBULAR CARCINOMA,MASTECTOMY.1,-0.0011729087430396778
MASTECTOMY.1,אבחנה-Histological diagnosis_TUBULAR CARCINOMA,-0.0011729087430396778
TX,PARTIAL HEPATECTOMY,-0.001168370966118404
PARTIAL HEPATECTOMY,TX,-0.001168370966118404
LUMPECTOMY + AXILLARY DISSECTION.1,TX,-0.0011683709661183953
TX,LUMPECTOMY + AXILLARY DISSECTION.1,-0.0011683709661183953
"אבחנה-Histological diagnosis_""CARCINOMA, NOS""",MF,-0.001166159094888283
MF,"אבחנה-Histological diagnosis_""CARCINOMA, NOS""",-0.001166159094888283
כירור-הוצאת בלוטות לימפה,MASTECTOMY + SENTINEL NODE BIOPSY.1,-0.0011594292860424348
MASTECTOMY + SENTINEL NODE BIOPSY.1,כירור-הוצאת בלוטות לימפה,-0.0011594292860424348
SOLITARY LYMPH NODE BIOPSY,RADICAL MODIFIED MASTECTOMY,-0.0011576009353172375
RADICAL MODIFIED MASTECTOMY,SOLITARY LYMPH NODE BIOPSY,-0.0011576009353172375
RADICAL MODIFIED MASTECTOMY,אבחנה-Histological diagnosis_NEUROENDOCRINE CARCINOMA,-0.0011576009353172303
אבחנה-Histological diagnosis_NEUROENDOCRINE CARCINOMA,RADICAL MODIFIED MASTECTOMY,-0.0011576009353172303
BILATERAL SIMPLE MASTECTOMY.1,RADICAL MODIFIED MASTECTOMY,-0.0011576009353172296
RADICAL MODIFIED MASTECTOMY,BILATERAL SIMPLE MASTECTOMY.1,-0.0011576009353172296
ביקור במרפאה המטו-אונקולוגית,אבחנה-Histological diagnosis_TUBULAR CARCINOMA,-0.0011555062861774103
אבחנה-Histological diagnosis_TUBULAR CARCINOMA,ביקור במרפאה המטו-אונקולוגית,-0.0011555062861774103
MASTECTOMY,QUADRANTECTOMY.1,-0.001152998611894515
QUADRANTECTOMY.1,MASTECTOMY,-0.001152998611894515
אבחנה-Histological diagnosis_ADENOMA OF NIPPLE,MASTECTOMY,-0.001152998611894512
MASTECTOMY,אבחנה-Histological diagnosis_ADENOMA OF NIPPLE,-0.001152998611894512
ביקור במרפאה קרינה,BILATERAL EXTENDED SIMPLE MASTECTOMY,-0.0011509878561895134
BILATERAL EXTENDED SIMPLE MASTECTOMY,ביקור במרפאה קרינה,-0.0011509878561895134
אבחנה-Tumor depth,LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST,-0.0011495935681137659
LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST,אבחנה-Tumor depth,-0.0011495935681137659
BILATERAL EXTENDED SIMPLE MASTECTOMY.1,אבחנה-Tumor width,-0.0011479611309029424
אבחנה-Tumor width,BILATERAL EXTENDED SIMPLE MASTECTOMY.1,-0.0011479611309029424
אבחנה-Tumor width,UNILATERAL SIMPLE MASTECTOMY.1,-0.0011479611309029275
UNILATERAL SIMPLE MASTECTOMY.1,אבחנה-Tumor width,-0.0011479611309029275
אבחנה-Tumor width,אבחנה-Histological diagnosis_MEDULLARY CARCINOMA,-0.0011479611309029255
אבחנה-Histological diagnosis_MEDULLARY CARCINOMA,אבחנה-Tumor width,-0.0011479611309029255
אבחנה-Tumor width,אבחנה-Histological diagnosis_PAGET`S DISEASE OF BREAST,-0.0011479611309029244
אבחנה-Histological diagnosis_PAGET`S DISEASE OF BREAST,אבחנה-Tumor width,-0.0011479611309029244
כיר-לאפ-הוצ טבעת/שנוי מי,AXILLARY LYMPH NODE DISSECTION.1,-0.0011477068936842413
AXILLARY LYMPH NODE DISSECTION.1,כיר-לאפ-הוצ טבעת/שנוי מי,-0.0011477068936842413
אבחנה-Histological diagnosis_INTRADUCT AND LOBULAR CARCINOMA IN SITU,AXILLARY LYMPH NODE DISSECTION.2,-0.001146869210118568
OPEN BIOPSY OF BREAST.1,אבחנה-Histological diagnosis_INTRADUCT AND LOBULAR CARCINOMA IN SITU,-0.001146869210118568
AXILLARY LYMPH NODE DISSECTION.2,אבחנה-Histological diagnosis_INTRADUCT AND LOBULAR CARCINOMA IN SITU,-0.001146869210118568
אבחנה-Histological diagnosis_INTRADUCT AND LOBULAR CARCINOMA IN SITU,OPEN BIOPSY OF BREAST.1,-0.001146869210118568
MASTECTOMY.1,אבחנה-Histological diagnosis_DUCTAL CARCINOMA IN SITU,-0.0011452821888460083
אבחנה-Histological diagnosis_DUCTAL CARCINOMA IN SITU,MASTECTOMY.1,-0.0011452821888460083
אבחנה-Histological diagnosis_LOBULAR CARCINOMA IN SITU,MASTECTOMY.1,-0.0011452821888460003
MASTECTOMY.1,אבחנה-Histological diagnosis_LOBULAR CARCINOMA IN SITU,-0.0011452821888460003
